Name,Energy,Fat,Saturated_fat,Carbohydrate,Sugars,Fiber,Proteins,Salt,Sodium,Alcohol,Zinc,Magnesium,Omega3,Score,Img
Chocolate negro Ecuador 80% cacao — Ethiquable — 100 g,2525 kj(603 kcal),"48,8 g","29,3 g","27,6 g","19,2 g","10,2 g","9,9 g",0 g,0 g,Na,Na,Na,Na,D,_376_009_172_6124_front_es.9.200.jpg
Kétchup Original — Prima — 325 g,344 kj(82 kcal),0 g,0 g,19 g,17 g,Na,"1,4 g",2 g,"0,787 g",Na,Na,Na,Na,D,_841_011_804_2397_front_es.7.200.jpg
"Lombarda — Tabuenca — 1 pieza, 1,705 Kg",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_292_945_001_7056_front_es.5.200.jpg
Champiñones cuarteados — Mercajúcar — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_601_383_0020_front_es.5.200.jpg
Champiñones Portobello cuarteados — Mercajúcar — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_601_383_0112_front_es.5.200.jpg
"Tomate doble concentrado — Hida — 170 g, 170 ml",405 kj(97 kcal),"0,1 g",0 g,"21,4 g","12,5 g","4,3 g","4,5 g",1 g,"0,394 g",Na,Na,Na,Na,A,_842_452_303_0245_front_es.9.200.jpg
"Puré de manzana — Ibsa — 240 g (neto), 250 ml","307,1 kj(73 kcal)","0,6 g","0,2 g",15 g,9 g,Na,2 g,"0,102 g","0,04 g",Na,Na,Na,Na,A,_841_246_415_1129_front_es.9.200.jpg
Trío de houmous — Casa Westfalia — 210 g (neto),1168 kj(279 kcal),"24,4 g","2,8 g","7,6 g","1,5 g",Na,6 g,"0,92 g","0,362 g",Na,Na,Na,Na,C,_841_478_452_2641_front_es.6.200.jpg
Hummus Sabor a barbacoa — YGriega — 220 g (neto),1133 kj(271 kcal),"21,4 g","3,4 g","10,6 g","0,4 g","7,7 g","5,6 g",1 g,"0,394 g",Na,Na,Na,Na,B,_843_208_911_3913_front_es.11.200.jpg
Paté vegetal de espárragos verdes — Apis — 140 g,878 kj(210 kcal),19 g,2 g,"7,7 g","1,6 g","1,3 g",2 g,"1,2 g","0,472 g",Na,Na,Na,Na,C,_841_021_820_4756_front_es.9.200.jpg
Paté vegetal de alcachofas — Apis — 140 g,811 kj(194 kcal),17 g,2 g,"6,6 g","1,6 g","4,5 g",2 g,"1,3 g","0,512 g",Na,Na,Na,Na,C,_841_021_820_4732_front_es.11.200.jpg
Paté vegetal de alcachofa — Soria Natural — 50 g,"863,18 kj(206 kcal)","17,2 g",Na,"11,94 g",Na,Na,"1,4 g","1,067 g","0,42 g",Na,Na,Na,Na,Na,_842_294_752_0212_front_es.5.200.jpg
Chips vegetales — Soria Natural — 30 g,"2279,98 kj(545 kcal)","38,23 g","4,48 g","43,32 g","1,9 g","6,8 g","4,39 g","0,3 g","0,118 g",Na,Na,Na,Na,C,_842_294_780_0338_front_es.6.200.jpg
"Bandeja de frutas — AMA Alta Montaña de Aragón — 1,2 Kg",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24038843_front_es.5.200.jpg
Ron añejo 3 años — Havana Club — 1 l,Na,Na,Na,Na,Na,Na,Na,Na,Na,40 % vol,Na,Na,Na,Na,_850_111_008_0255_front_es.5.200.jpg
"Aceitunas verdes sin hueso — Jolca — 350 g (neto), 150 g (escurrido), 370 ml",695 kj(166 kcal),"17,7 g",3 g,0 g,0 g,"2,3 g",1 g,"3,81 g","1,5 g",Na,Na,Na,Na,D,_841_066_702_1157_front_es.6.200.jpg
Sirope de chocolate — Aliada — 300 g,1312 kj(314 kcal),"2,1 g","1,3 g",70 g,66 g,Na,"1,6 g",0 g,0 g,Na,Na,Na,Na,D,_843_332_905_2351_front_es.9.200.jpg
Sirope de chocolate — Hacendado — 300 g.,1260 kj(301 kcal),"0,27 g",0 g,"72,1 g",54 g,Na,"2,47 g","1,71 g","0,673 g",Na,Na,Na,Na,E,_848_000_032_3101_front_es.10.200.jpg
Sirope de chocolate — Alteza — 300 g,1229 kj(294 kcal),"1,61 g",Na,"67,5 g","64,4 g","1,96 g","1,25 g",0 g,0 g,Na,Na,Na,Na,Na,_848_002_473_2217_front_es.6.200.jpg
Canónigos — Minuto Verde — 70 g,88 kj(21 kcal),"0,4 g","0,15 g","1,2 g","0,13 g","2,4 g",2 g,"0,01 g","0,004 g",Na,Na,Na,Na,A,_842_593_320_2031_front_es.8.200.jpg
Zumo de naranja exprimida con pulpa — SuperSol — 1 l,180 kj(43 kcal),0 g,Na,10 g,Na,Na,"0,6 g",Na,Na,Na,Na,Na,Na,Na,_843_080_303_2038_front_es.9.200.jpg
"Guandules verdes en conserva — Nativo — 425 g (neto), 270 g (escurrido)",419 kj(100 kcal),0 g,0 g,22 g,2 g,0 g,3 g,"0,731 g","0,288 g",Na,Na,Na,Na,A,_842_696_707_0894_front_es.8.200.jpg
Bebida de arroz — ViveSoy — 1 l,207 kj(49 kcal),1 g,"0,1 g","9,7 g","7,1 g",Na,"0,2 g","0,06 g","0,024 g",Na,Na,Na,Na,B,_841_012_867_0290_front_es.11.200.jpg
Bebida de soja - DESCATALOGADO — Carrefour — 1 l,190 kj(45 kcal),"1,8 g","0,3 g","3,8 g","3,7 g","0,5 g","3,2 g","0,102 g","0,04 g",Na,Na,Na,Na,A,_843_187_611_9213_front_es.5.200.jpg
Bebida de soja con cacao - DESCATALOGADO — Carrefour — 1 l,263 kj(63 kcal),"1,8 g","0,4 g","8,1 g","7,6 g","0,8 g","3,1 g","0,127 g","0,05 g",Na,Na,Na,Na,B,_843_187_616_7184_front_es.5.200.jpg
Bebida de soja con chocolate — Carrefour — 1 l,294 kj(70 kcal),"1,8 g","0,4 g",10 g,"9,4 g",Na,"3,3 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_843_187_624_5547_front_es.9.200.jpg
Grosellas — Sin marca — 125 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20305840_front_es.5.200.jpg
Café molido mezcla natural y torrefacto — Bonka — 250 g,1016 kj(243 kcal),"12,7 g","2,8 g","0,3 g","0,3 g","43,4 g","11,4 g","0,01 g","0,004 g",Na,Na,Na,Na,Na,_841_010_002_4356_front_es.15.200.jpg
Guisantes secos verdes partidos — Intertrópico — 500 g,333 kj(80 kcal),0 g,Na,"62,2 g",Na,Na,"17,8 g","0,073 g","0,029 g",Na,Na,Na,Na,Na,_770_723_703_1045_front_es.9.200.jpg
Guisantes secos verdes enteros — Intertrópico — 500 g,1400 kj(335 kcal),0 g,Na,"62,2 g",Na,Na,"17,8 g","0,09 g","0,036 g",Na,Na,Na,Na,Na,_770_723_703_1052_front_es.11.200.jpg
Bebida de avena — GutBio — 1 l,249 kj(60 kcal),"1,6 g","0,2 g",11 g,"8,6 g",Na,"0,5 g","0,12 g","0,047 g",Na,Na,Na,Na,B,_24038133_front_es.10.200.jpg
Maíz dulce cocido en mazorca — Huercasa. La Huerta de casa — 400 g (4 medias mazorcas),456 kj(109 kcal),"2,8 g","0,7 g",15 g,7 g,Na,"3,2 g","0,04 g","0,016 g",Na,Na,Na,Na,A,_841_356_703_2407_front_es.8.200.jpg
"Palmitos en conserva — DS — 400 g, 220 g","112,7 kj(27 kcal)","0,1 g",0 g,"4,4 g",0 g,Na,"2,1 g",1 g,"0,394 g",Na,Na,Na,Na,C,_841_072_108_0281_front_es.10.200.jpg
Pepino de tipo holandés — Sin marca — 1 pieza,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20395483_front_es.5.200.jpg
Picos de crema de melocotón — Helios — 170 g (8 x 21 g),1100 kj(263 kcal),0 g,0 g,64 g,"63,3 g","0,7 g","0,4 g",0 g,0 g,Na,Na,Na,Na,C,_841_009_500_4050_front_es.7.200.jpg
Picos de crema de fresa — Helios — 170 g (8 x 21 g),1104 kj(264 kcal),0 g,0 g,64 g,"62,9 g","1,1 g","0,4 g",0 g,0 g,Na,Na,Na,Na,C,_841_009_500_4029_front_es.7.200.jpg
Picos de crema de membrillo — Helios — 170 g (8 x 21 g),1119 kj(267 kcal),0 g,0 g,64 g,61 g,3 g,"0,4 g",0 g,0 g,Na,Na,Na,Na,C,_841_009_500_4043_front_es.8.200.jpg
Hummus con aceituna manzanilla — Sin marca — 240 g,982 kj(235 kcal),18 g,"2,2 g",12 g,"< 0,5 g","4,2 g","4,6 g","0,8 g","0,315 g",Na,Na,Na,Na,B,_328_178_088_8133_front_es.6.200.jpg
Crema de verduras con algas y quinoa — Sin marca — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_602_896_8688_front_es.7.200.jpg
"Gandules verdes en conserva — Facundo — 425 g (neto), 268 g (escurrido)",419 kj(100 kcal),0 g,0 g,22 g,2 g,0 g,3 g,"0,731 g","0,288 g",Na,Na,Na,Na,A,_004_469_508_2002_front_es.8.200.jpg
"Compota de manzana — GutBio — 360 g, 370 ml",339 kj(81 kcal),"0,4 g","< 0,1 g",18 g,17 g,Na,"0,3 g","< 0,01 g","0,004 g",Na,Na,Na,Na,A,_24050753_front_es.10.200.jpg
"Judión cocido — El Cultivador — 540 g (neto), 400 g (escurrido), 580 ml",398 kj(95 kcal),"0,6 g","0,1 g","17,4 g","0,9 g",Na,"4,5 g","0,58 g","0,228 g",Na,Na,Na,Na,B,_24026154_front_es.9.200.jpg
Pomelos — Lisan — 1 Kg,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_753_5818_front_es.4.200.jpg
Limones — Sin marca — 1 Kg,"69,4 kj(17 kcal)",0 g,Na,"3,6 g",Na,Na,"0,8 g",Na,Na,Na,Na,Na,Na,Na,_848_001_717_7629_front_es.6.200.jpg
Mini chocolates con frambuesa — Delicious Dia — 107 g,2093 kj(500 kcal),"29,6 g","18,5 g","48,3 g","45,5 g","9,8 g","5,8 g","0,02 g","0,008 g",Na,Na,Na,Na,E,_848_001_715_3609_front_es.10.200.jpg
Algas nori deshidratadas en copos — Porto-Muiños — 25 g,878 kj(210 kcal),"< 0,5 g",0 g,10 g,0 g,39 g,22 g,"5,2 g","2,047 g",Na,Na,Na,Na,C,_843_700_147_6848_front_es.9.200.jpg
Champiñones enteros — Petràs — 300 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_654_513_9776_front_es.5.200.jpg
Rooibos Sabor tropical — Westminster — 250 g,< 5 kj(1 kcal),"< 0,1 g","< 0,1 g","< 0,05 g","< 0,05 g","< 0,1 g","< 0,1 g","< 0,007 g","0,003 g",Na,Na,Na,Na,C,_24030854_front_es.8.200.jpg
Caldo de verduras — Special Line — 1 l,29 kj(7 kcal),"0,1 g",0 g,"1,3 g",0 g,Na,"0,4 g","0,65 g","0,256 g",Na,Na,Na,Na,B,_843_332_905_0586_front_es.6.200.jpg
Bebida de arroz — Special Line — 1 l,282 kj(67 kcal),"0,83 g","0,1 g","14,4 g","10,7 g","0,12 g","0,69 g","0,096 g","0,038 g",Na,Na,Na,Na,B,_843_332_903_3701_front_es.7.200.jpg
Bebida de Kamut — Special Line — 1 l,"227,8 kj(54 kcal)","2,2 g","0,57 g","7,4 g","4,8 g","1,6 g","0,49 g","0,157 g","0,062 g",Na,Na,Na,Na,B,_841_050_910_0026_front_es.5.200.jpg
Tableta de chocolate negro con almendras 55% cacao — Hacendado — 200 g,2271 kj(543 kcal),38 g,16 g,37 g,35 g,"9,3 g","9,5 g","0,008 g","0,003 g",Na,Na,Na,Na,D,_848_000_012_1882_front_es.20.200.jpg
Pastillas de menta — Natu-Hit — 22 g (2 x 11 g),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_604_655_0728_front_es.4.200.jpg
Pastillas de menta — Natu-Hit — 11 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_84125743_front_es.4.200.jpg
Pastillas de regaliz — Natu-Hit — 22 g (2 x 11 g),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_604_655_0742_front_es.4.200.jpg
Pastillas de regaliz  — Natu-Hit — 11 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_84150585_front_es.4.200.jpg
Caramelos de menta — Natu-Hit — 50 g,1596 kj(381 kcal),0 g,Na,95 g,95 g,Na,0 g,"0,08 g","0,031 g",Na,Na,Na,Na,Na,_843_604_655_0957_front_es.6.200.jpg
Caramelos de frutas — Natu-Hit — 50 g,1612 kj(385 kcal),0 g,Na,97 g,95 g,Na,0 g,"0,08 g","0,031 g",Na,Na,Na,Na,Na,_843_604_655_0940_front_es.6.200.jpg
Tomates Kumato — Alipende — 500 g (variable),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_250_163_000_1354_front_es.4.200.jpg
Tomates cherry Kumato — Full Fresh — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_760_307_1503_front_es.4.200.jpg
Tomates Minikumato — Sin marca — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_517_702_8052_front_es.5.200.jpg
Tomates Minikumato — Sin marca — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_601_212_1266_front_es.5.200.jpg
Fresas — Sin marca — 500 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24098502_front_es.5.200.jpg
Plantas aromáticas liofilizadas — Asia Green Garden — 18 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24045841_front_es.5.200.jpg
Curry — SuperSol — 42 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_080_300_7715_front_es.5.200.jpg
Curry — Hacendado — 57 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_000_034_1259_front_es.5.200.jpg
Curry — Alipende — 45 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_169_181_4479_front_es.5.200.jpg
Curry — Sin marca — 40 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_200_000_002_2842_front_es.6.200.jpg
Curry — Artemis — 30 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_820_132_0048_front_es.4.200.jpg
Cayena molida — BioSpirit — 15 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_983_700_1202_front_es.5.200.jpg
Cayena — Sin marca — 15 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24025294_front_es.6.200.jpg
Cayena — Artemis — 20 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_820_132_0383_front_es.3.200.jpg
Albahaca seca molida — Sin marca — 15 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_200_000_002_7433_front_es.8.200.jpg
Coles de Bruselas — Sin marca — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24045056_front_es.5.200.jpg
Bebida de soja y cacao — GutBio — 1 l,279 kj(67 kcal),"2,1 g","0,4 g","7,6 g","7,4 g",Na,"3,7 g","0,12 g","0,047 g",Na,Na,Na,Na,A,_24038188_front_es.25.200.jpg
Cogollos de lechuga — Primaflor — 3 piezas,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_577_900_1034_front_es.5.200.jpg
Lechuga Hoja de roble roja — Primaflor — 1 pieza (+ 200 g),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_577_900_7043_front_es.5.200.jpg
Rooibos — Sin marca — 100 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20706234_front_es.9.200.jpg
Manzanilla dulce — Sin marca — 30 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20706241_front_es.6.200.jpg
Hinojo — Sin marca — 100 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20706203_front_es.6.200.jpg
Paté de champiñón y tofu ecológico — Carlota organic — 125 g,749 kj(179 kcal),"15,3 g",Na,"6,5 g",Na,Na,"3,9 g",Na,Na,Na,Na,Na,Na,Na,_843_701_594_0137_front_es.9.200.jpg
Hamburguesas de quinoa y borraja vegetales y ecológicas — Carlota organic — 160gr (2 x 80gr),657 kj(157 kcal),"2,4 g","0,5 g","17,5 g","1,4 g",Na,"16,5 g","1,5 g","0,591 g",Na,Na,Na,Na,B,_843_701_594_0199_front_es.19.200.jpg
Crema de Calabaza ecológica — Carlota organic — 500 ml,205 kj(49 kcal),"2,3 g","0,35 g",5 g,"1,5 g",1 g,"1,3 g","0,6 g","0,236 g",Na,Na,Na,Na,B,_843_701_594_0014_front_es.18.200.jpg
Galletas Digestive sin gluten — Gullón — 150 g,1919 kj(459 kcal),16 g,"1,4 g",75 g,18 g,4 g,"1,2 g","0,93 g","0,366 g",Na,Na,Na,Na,C,_841_037_604_5024_front_es.11.200.jpg
"Pimientos rojos ""VegaTajo"" — 320 g (variable)","134,4 kj(32 kcal)","0,6 g","0,15 g","4,5 g","4,4 g","1,8 g","1,2 g","0,01 g","0,004 g",Na,Na,12 mg,Na,A,_297_490_200_3200_front_es.4.200.jpg
Plátanos — Sin marca — 695 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_298_001_000_6958_front_es.5.200.jpg
"Chirimoyas ""Mercomotril"" — 1 Kg (Variable)",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_230_382_900_1363_front_es.4.200.jpg
Tandoori Gourmet Pastete — Allos — 125 g,904 kj(216 kcal),16 g,Na,"11,5 g",Na,Na,"5,5 g",Na,Na,Na,Na,Na,Na,Na,_401_624_901_2175_front_de.5.200.jpg
Higos secos — Agrupación de Cooperativas Valle del Jerte — 250 g,1918 kj(458 kcal),"19,2 g",Na,69 g,Na,Na,"2,01 g",Na,Na,Na,Na,Na,Na,Na,_842_098_250_3887_front_es.5.200.jpg
Garbanzos cocidos congelados — Hacendado — 450 g,563 kj(135 kcal),"3,2 g","0,4 g","14,3 g","0,5 g","8,2 g",8 g,"0,07 g","0,028 g",Na,Na,Na,Na,A,_848_000_061_2724_front_es.6.200.jpg
"Alcaparrones — Rioverde — 345 g (neto), 180 g (escurrido), 370 ml",123 kj(29 kcal),"0,4 g","0,2 g","5,7 g","0,2 g",Na,"1,9 g","2,5 g","0,984 g",Na,Na,Na,Na,C,_841_095_400_0773_front_es.9.200.jpg
Pipas de girasol con sal — SnackDay — 200 g,2750 kj(657 kcal),57 g,"6,1 g",8 g,"3,3 g",Na,25 g,"6,9 g","2,717 g",Na,Na,Na,Na,E,_20556266_front_es.8.200.jpg
"Alcaparras — El Faro — 260 g (neto), 170 (escurrido), 270 ml",155 kj(37 kcal),"0,2 g",Na,"5,6 g",Na,Na,"2,1 g",Na,Na,Na,Na,Na,Na,Na,_841_081_321_6857_front_es.3.200.jpg
"Aceituna verdial partida aliñada — El Faro — 350 g (neto), 200 (escurrido), 370 ml",1003 kj(240 kcal),"24,8 g","4,8 g","6,3 g",0 g,"5,8 g","1,8 g","3,8 g","1,496 g",Na,Na,Na,Na,D,_841_081_322_2773_front_es.9.200.jpg
"Lentejas cocidas — Alipende — 560 g (neto), 400 g (escurrido), 580 ml",417 kj(100 kcal),1 g,"0,7 g","13,2 g","0,3 g","5,8 g","6,4 g","1,2 g","0,472 g",Na,Na,Na,Na,A,_842_169_169_3111_front_es.6.200.jpg
"Alubias canela cocidas — Alipende — 560 g (neto), 400 g (escurrido), 580 ml",304 kj(73 kcal),"0,6 g","0,1 g","9,7 g","0,3 g","3,4 g","5,3 g","1,1 g","0,433 g",Na,Na,Na,Na,A,_842_169_182_5864_front_es.10.200.jpg
Salteado de verduras congelado Primavera — Alipende — 600 g,319 kj(76 kcal),"4,2 g","0,3 g","6,8 g","2,3 g","2,8 g","1,5 g","0,04 g","0,016 g",Na,Na,Na,Na,A,_842_169_182_6137_front_es.17.200.jpg
Remolacha cocida — Huercasa. La Huerta de casa — 500 g,"133,71 kj(32 kcal)","0,1 g",Na,"5,77 g",Na,Na,"1,22 g",Na,Na,Na,Na,Na,Na,Na,_841_356_702_1050_front_es.7.200.jpg
Remolacha cocida — La Reserva — 500 g,"133,71 kj(32 kcal)","0,1 g",Na,"5,77 g",Na,Na,"1,22 g",Na,Na,Na,Na,Na,Na,Na,_20247942_front_es.6.200.jpg
"Remolacha encurtida rallada — El Corte Inglés — 345 g (neto), 180 g (escurrido)","130,96 kj(31 kcal)","0,19 g",Na,"6,44 g",Na,Na,"0,85 g",Na,Na,Na,Na,Na,Na,Na,_843_332_901_5950_front_es.6.200.jpg
"Remolacha encurtida rallada — Alteza — 345 g (neto), 180 g (escurrido), 370 ml","149,43 kj(36 kcal)","0,34 g",Na,"7,13 g",Na,Na,"0,92 g",Na,Na,Na,Na,Na,Na,Na,_848_002_473_9209_front_es.6.200.jpg
"Remolacha encurtida en tiras — Auchan — 350 g (neto), 210 g (escurrido), 370 ml",132 kj(32 kcal),"0,1 g",Na,"6,4 g",Na,Na,"0,7 g",Na,Na,Na,Na,Na,Na,Na,_841_081_321_7267_front_es.6.200.jpg
"Remolacha encurtida en rodajas — Alipende — 345 g (neto), 210 g (escurrido), 370 ml",162 kj(39 kcal),"0,1 g",Na,"7,1 g",Na,Na,"2,2 g",Na,Na,Na,Na,Na,Na,Na,_842_169_168_7790_front_es.6.200.jpg
"Remolacha encurtida en tiras — Alipende — 345 g (neto), 180 g (escurrido), 370 ml",162 kj(39 kcal),"0,1 g",Na,"7,1 g",Na,Na,"2,2 g",Na,Na,Na,Na,Na,Na,Na,_842_169_168_7783_front_es.7.200.jpg
"Remolacha encurtida en trozos — Carrefour Bio — 340 g (neto), 220 g (escurrido), 370 ml",206 kj(49 kcal),"0,1 g",Na,11 g,Na,Na,"0,9 g",Na,Na,Na,Na,Na,Na,Na,_843_187_607_7957_front_es.5.200.jpg
"Remolacha encurtida en tiras — Hacendado — 345 g (neto), 180 g (escurrido), 370 ml","183,3 kj(44 kcal)","1,6 g",Na,"5,5 g",Na,Na,"1,8 g",Na,Na,Na,Na,Na,Na,Na,_848_000_016_7019_front_es.5.200.jpg
"Remolacha encurtida rallada — SuperSol — 350 g (neto), 180 g (escurrido), 370 ml",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_080_301_8162_front_es.7.200.jpg
"Corazones de alcachofa de Tudela — Deluxe — 410 g (neto), 250 g (escurrido), 445 ml",170 kj(41 kcal),0 g,0 g,3 g,"0,7 g",Na,3 g,1 g,"0,394 g",Na,Na,Na,Na,A,_20443436_front_es.10.200.jpg
Tomates cherry pera en rama — Caparrós — 200 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_600_148_6161_front_es.7.200.jpg
"Boletus caramelizada — Deluxe — 110 g (neto), 120 ml",444 kj(106 kcal),"3,4 g","0,4 g","16,6 g","14,4 g",Na,"1,2 g","1,5 g","0,591 g",Na,Na,Na,Na,C,_20385408_front_es.7.200.jpg
Vinagre de Moscatel — Deluxe — 250 ml,506 kj(121 kcal),0 g,0 g,25 g,25 g,Na,0 g,"0,02 g","0,008 g",Na,Na,Na,Na,Na,_20580582_front_es.7.200.jpg
Vinagre de Cabernet Sauvignon — Deluxe — 250 ml,92 kj(22 kcal),0 g,0 g,"0,7 g","0,7 g",Na,0 g,"0,02 g","0,008 g",Na,Na,Na,Na,Na,_20580599_front_es.7.200.jpg
Vinagre de Jerez — Alipende — 500 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_169_165_4723_front_es.6.200.jpg
"Espárragos blancos en conserva — El Cultivador — 540 g (neto), 325 g (escurrido), 580 ml",76 kj(18 kcal),"0,31 g","0,073 g","2,78 g","1,69 g",Na,"1,05 g","0,79 g","0,311 g",Na,Na,Na,Na,A,_24050364_front_es.8.200.jpg
"Pepinillos agridulces — El Cultivador — 670 (neto), 360 (escurrido), 720 ml",172 kj(41 kcal),"0,2 g","0,1 g",8 g,"7,9 g",Na,"0,6 g","1,4 g","0,551 g",Na,Na,Na,Na,B,_24051002_front_es.7.200.jpg
Judías verdes redondas — Martín de la Vega — 250 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_701_113_1195_front_es.5.200.jpg
Tomates cherry en rama — Korynto — 300 g,88 kj(21 kcal),"0,2 g",Na,"3,9 g",Na,Na,"0,9 g",Na,Na,Na,Na,Na,Na,Na,_843_054_301_4288_front_es.6.200.jpg
Tomates Corazón de buey — La Huerta del Trébol — 600 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20601546_front_es.5.200.jpg
Pipas de calabaza — Dia — 125 g,2387 kj(571 kcal),"45,9 g","8,5 g","16,3 g",2 g,"5,5 g","21,6 g","9,6 g","3,78 g",Na,Na,Na,Na,E,_848_001_751_1768_front_es.8.200.jpg
Habas baby congeladas — Dia — 400 g,301 kj(72 kcal),"0,5 g","0,1 g","10,1 g","1,2 g",Na,"4,8 g","0,1 g","0,039 g",Na,Na,Na,Na,A,_848_001_708_9182_front_es.19.200.jpg
Kiwis — Kiwiberico — 1 Kg,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_283_711_4088_front_es.5.200.jpg
"Pepino de tipo holandés — Perichán — 0,370 g (variable)",Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_236_994_400_0698_front_es.5.200.jpg
Pepino de tipo holandés — Sin marca — 1 pieza (300-400 g),Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_701_0155_front_es.6.200.jpg
Escarola — Primaflor — 1 pieza,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_700_852_9509_front_es.5.200.jpg
Rumkugeln mit Knackigen Streuseln — Maurinus — 250 g,1595 kj(381 kcal),"6,5 g","5,1 g",78 g,"66,8 g",Na,"2,9 g","0,11 g","0,043 g",Na,Na,Na,Na,E,_200_000_002_6816_front_es.7.200.jpg
Kokos Flocken mit Zartbitterschokolade — Maurinus — 150 g,1932 kj(462 kcal),"20,8 g","15,9 g","65,3 g","50,4 g",Na,"2,9 g","0,04 g","0,016 g",Na,Na,Na,Na,E,_29004980_front_es.7.200.jpg
Setas shiitake — Petràs — 150 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_843_654_513_9318_front_es.5.200.jpg
Peras Blanquilla — Sin marca — 1 Kg,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24098472_front_es.5.200.jpg
Manzanas Cripps Pink — Sin marca — 750 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_24098090_front_es.5.200.jpg
Alpia Edel-Marzipan — 100 g,2080 kj(497 kcal),"28,2 g","13,9 g","50,9 g","46,6 g",Na,"6,3 g","0,01 g","0,004 g",Na,Na,Na,Na,E,_400_174_302_4403_front_de.9.200.jpg
